Query ID,Node Types,Filters,Execution Time,Cardinality e/a
103,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,MED CAN)",74.366,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
104,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,MED DRUM)",62.168,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
105,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,JUMBO CASE)",62.561,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
106,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,JUMBO BOX)",61.625,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
107,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,JUMBO BAG)",61.986,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
108,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,JUMBO JAR)",63.813,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
109,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,JUMBO PKG)",62.321,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
110,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,JUMBO PACK)",62.903,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
111,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,JUMBO CAN)",62.276,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
112,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,JUMBO DRUM)",62.615,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
113,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,WRAP CASE)",75.515,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
114,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,WRAP BOX)",62.65,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
115,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,WRAP BAG)",62.057,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
116,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,WRAP JAR)",74.919,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
117,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,WRAP PKG)",62.755,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
118,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,WRAP PACK)",62.24,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
119,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,WRAP CAN)",62.419,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
120,"Aggregate, Aggregate, Hash, Hash Join, Seq Scan, Seq Scan, Seq Scan","(l_partkey,part.p_partkey), (p_brand,BRAND#33), (p_container,WRAP DRUM)",62.659,"(1,1), (10,0), (59983184,1), (1,0), (1,0), (1,0), (1,0), (32,0)"
